"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT5G57670",0,6.92096059368537,0.366,0.007,0,"xylem","AT5G57670"
"AT5G06710",0,5.11010062473052,0.357,0.009,0,"xylem","AT5G06710"
"AT5G12870",0,9.5137190645539,0.354,0.007,0,"xylem","AT5G12870"
"AT5G07800",0,9.56543410109805,0.337,0.001,0,"xylem","AT5G07800"
"AT5G509501",0,6.47052284767347,0.349,0.015,0,"xylem","AT5G50950"
"AT5G42710",0,9.21917235718932,0.337,0.004,0,"xylem","AT5G42710"
"AT3G141701",0,6.0030360751514,0.343,0.015,0,"xylem","AT3G14170"
"AT3G05180",0,8.08081983099851,0.329,0.002,0,"xylem","AT3G05180"
"AT5G17420",0,8.92698986948798,0.326,0.008,0,"xylem","AT5G17420"
"AT3G27630",0,5.92056157099183,0.329,0.011,0,"xylem","AT3G27630"
"AT3G49330",0,7.82231224105601,0.326,0.01,0,"xylem","AT3G49330"
"AT3G08500",0,8.20228334348418,0.317,0.005,0,"xylem","AT3G08500"
"AT5G14510",0,7.46099797104362,0.317,0.006,0,"xylem","AT5G14510"
"AT2G36355",0,8.79466660483498,0.32,0.009,0,"xylem","AT2G36355"
"AT5G45970",0,9.77792306513427,0.311,0.003,0,"xylem","AT5G45970"
"AT4G18780",0,9.41360175089728,0.311,0.003,0,"xylem","AT4G18780"
"AT1G54790",0,9.72727313225927,0.305,0.002,0,"xylem","AT1G54790"
"AT3G62160",0,9.2944030706097,0.303,0.005,0,"xylem","AT3G62160"
"AT1G75550",0,6.47358536530157,0.305,0.008,0,"xylem","AT1G75550"
"AT5G53730",0,7.37568891366145,0.3,0.003,0,"xylem","AT5G53730"
"AT5G60720",0,9.64573297547325,0.297,0.003,0,"xylem","AT5G60720"
"AT1G58007",0,6.03413713762385,0.297,0.011,0,"xylem","AT1G58007"
"AT2G37090",0,9.90100992433218,0.291,0.005,0,"xylem","AT2G37090"
"AT1G14700",0,7.38816591882946,0.28,0.003,0,"xylem","AT1G14700"
"AT2G31070",0,6.57464086521468,0.28,0.003,0,"xylem","AT2G31070"
"AT1G29200",0,7.76552107305062,0.285,0.008,0,"xylem","AT1G29200"
"AT3G08490",0,8.0289598783379,0.277,0.004,0,"xylem","AT3G08490"
"AT5G48920",0,9.60583816375775,0.274,0.004,0,"xylem","AT5G48920"
"AT3G21550",0,10.2349638886677,0.277,0.008,0,"xylem","AT3G21550"
"AT1G66690",0,10.0518584232293,0.265,0.001,0,"xylem","AT1G66690"
"AT2G02540",0,9.35005831362399,0.262,0.001,0,"xylem","AT2G02540"
"AT5G35960",0,7.99203635200982,0.262,0.004,0,"xylem","AT5G35960"
"AT1G01900",0,9.22230564691599,0.259,0.002,0,"xylem","AT1G01900"
"AT1G58070",0,8.95038307892878,0.262,0.007,0,"xylem","AT1G58070"
"AT1G70500",0,9.41862426467292,0.254,0.002,0,"xylem","AT1G70500"
"AT5G15630",0,9.72476669643028,0.256,0.004,0,"xylem","AT5G15630"
"AT3G51380",0,6.44248704093708,0.259,0.007,0,"xylem","AT3G51380"
"AT2G45420",0,7.36054542740091,0.254,0.005,0,"xylem","AT2G45420"
"AT1G24600",0,7.92064183442288,0.251,0.004,0,"xylem","AT1G24600"
"AT1G58370",0,8.66386100422865,0.245,0.005,0,"xylem","AT1G58370"
"AT2G47670",0,8.00064948231453,0.239,0.002,0,"xylem","AT2G47670"
"AT1G52830",0,5.65272617889422,0.242,0.006,0,"xylem","AT1G52830"
"AT1G10800",0,8.72763098790811,0.233,0.001,0,"xylem","AT1G10800"
"AT4G33330",0,8.11185204463414,0.236,0.006,0,"xylem","AT4G33330"
"AT1G51640",0,7.76248974511976,0.225,0.001,0,"xylem","AT1G51640"
"AT5G54690",0,9.74018902014456,0.216,0.004,0,"xylem","AT5G54690"
"AT4G00220",0,7.78236847738528,0.21,0.003,0,"xylem","AT4G00220"
"AT4G26580",0,9.33638337672692,0.202,0.003,0,"xylem","AT4G26580"
"AT3G46890",0,8.06477981973424,0.19,0.001,0,"xylem","AT3G46890"
"AT3G51325",0,9.21334850744713,0.184,0.001,0,"xylem","AT3G51325"
"AT5G25310",0,9.19329456025692,0.182,0,0,"xylem","AT5G25310"
"AT2G41610",0,10.5156324534828,0.176,0.001,0,"xylem","AT2G41610"
"AT1G24030",0,10.0772555223832,0.176,0.002,0,"xylem","AT1G24030"
"AT1G68725",0,10.3192949932126,0.173,0.001,0,"xylem","AT1G68725"
"AT3G45280",0,9.08811232356486,0.173,0.001,0,"xylem","AT3G45280"
"AT5G09480",0,8.7661842286775,0.167,0.001,0,"xylem","AT5G09480"
"AT2G18060",0,7.61955931495902,0.167,0.001,0,"xylem","AT2G18060"
"AT1G09610",0,9.24223546888428,0.153,0.001,0,"xylem","AT1G09610"
"AT3G45870",0,11.8080044043721,0.15,0,0,"xylem","AT3G45870"
"AT1G31990",0,10.9548457927014,0.133,0,0,"xylem","AT1G31990"
"AT1G27920",8.91255976337454e-304,6.96830876227231,0.256,0.008,1.93179732871143e-299,"xylem","AT1G27920"
"AT4G35350",4.67707211509005e-299,9.37903874476577,0.427,0.031,1.01375538094577e-294,"xylem","AT4G35350"
"AT1G75090",1.42758565322763e-296,8.0488025045974,0.268,0.009,3.09429190337088e-292,"xylem","AT1G75090"
"AT3G52900",3.69468515305981e-296,6.59287998349972,0.403,0.027,8.00823006925714e-292,"xylem","AT3G52900"
"AT3G54340",4.04982677974793e-296,6.31185117060883,0.202,0.004,8.77799954510364e-292,"xylem","AT3G54340"
"AT5G42325",2.69065856194439e-295,9.5116114015919,0.127,0,5.83200243301446e-291,"xylem","AT5G42325"
"AT5G49690",2.00850750477926e-291,6.18689047804304,0.222,0.005,4.35344001660905e-287,"xylem","AT5G49690"
"AT5G19870",8.41162282339252e-289,11.3255800653634,0.127,0,1.82321924697033e-284,"xylem","AT5G19870"
"AT2G18720",7.59645997208271e-287,7.61208419439687,0.147,0.001,1.64653269894893e-282,"xylem","AT2G18720"
"AT1G09440",2.41054837353013e-281,8.85933098488042,0.202,0.004,5.22486359962655e-277,"xylem","AT1G09440"
"AT2G28110",6.04233149829372e-280,6.15685162395651,0.274,0.011,1.30967535225516e-275,"xylem","AT2G28110"
"AT5G06670",2.57466286550984e-278,5.04078887316774,0.38,0.025,5.58058176099259e-274,"xylem","AT5G06670"
"AT4G23680",2.79155070494702e-278,5.91658521752605,0.196,0.004,6.05068615297268e-274,"xylem","AT4G23680"
"AT5G46115",2.82852636351675e-278,8.30363601354843,0.141,0.001,6.13083089292255e-274,"xylem","AT5G46115"
"AT5G53830",7.62564661787417e-271,6.14174180154912,0.176,0.003,1.65285890442423e-266,"xylem","AT5G53830"
"AT5G60020",3.97994880959411e-268,10.0067291164312,0.19,0.004,8.62653904479523e-264,"xylem","AT5G60020"
"AT3G51220",8.31012775182868e-268,10.0006494823145,0.118,0,1.80122019020887e-263,"xylem","AT3G51220"
"AT3G24535",1.59085632638772e-265,9.27712730163721,0.19,0.004,3.44818108744538e-261,"xylem","AT3G24535"
"AT2G17940",1.37982649317735e-261,9.90754007792304,0.118,0,2.99077392396191e-257,"xylem","AT2G17940"
"AT3G62020",1.57374393348365e-258,8.18001270927504,0.421,0.035,3.41108997582581e-254,"xylem","AT3G62020"
"AT1G17950",3.90156760780012e-258,8.96554568135861,0.124,0.001,8.45664778990676e-254,"xylem","AT1G17950"
"AT5G55507",7.31394157572743e-258,6.84018481012128,0.144,0.002,1.58529683653892e-253,"xylem","AT5G55507"
"AT1G05310",1.21632744733366e-255,10.5654341010981,0.118,0,2.6363897420957e-251,"xylem","AT1G05310"
"AT1G12663",1.50616165016124e-255,6.94818206242039,0.141,0.001,3.26460537672449e-251,"xylem","AT1G12663"
"AT3G22415",7.65032803784337e-254,8.4221132507528,0.184,0.004,1.65820860220255e-249,"xylem","AT3G22415"
"AT3G16920",8.21658973001e-253,9.90998007532136,0.222,0.007,1.78094582397967e-248,"xylem","AT3G16920"
"AT5G67230",4.7272671964498e-251,7.49386941440811,0.282,0.014,1.02463516483049e-246,"xylem","AT5G67230"
"AT1G73140",2.34910516565221e-250,8.16462521742565,0.144,0.002,5.09168544655117e-246,"xylem","AT1G73140"
"AT3G54820",1.39306452046478e-248,6.01303320677036,0.147,0.002,3.01946734810741e-244,"xylem","AT3G54820"
"AT2G38320",3.69064437096155e-242,6.72800704954009,0.467,0.048,7.99947167405915e-238,"xylem","AT2G38320"
"AT1G70270",1.08661666783054e-241,8.0786519943158,0.112,0,2.35524162752269e-237,"xylem","AT1G70270"
"AT4G08160",4.13444105418728e-241,8.84735307184796,0.182,0.004,8.96140098495093e-237,"xylem","AT4G08160"
"AT1G80730",4.62804059657896e-238,6.12403189781981,0.135,0.002,1.00312779930849e-233,"xylem","AT1G80730"
"AT4G24910",7.02719396230445e-238,7.72174867102171,0.156,0.003,1.52314429132949e-233,"xylem","AT4G24910"
"AT4G28500",3.73893720273775e-236,9.43463608439436,0.112,0.001,8.10414638693407e-232,"xylem","AT4G28500"
"AT1G66020",2.85236499542551e-233,5.48607630948477,0.196,0.006,6.18250112758478e-229,"xylem","AT1G66020"
"AT4G12350",3.05833083172735e-229,8.70108920045562,0.11,0.001,6.62893207776902e-225,"xylem","AT4G12350"
"AT5G01190",1.5386146659578e-225,9.4367485971212,0.112,0.001,3.33494728846353e-221,"xylem","AT5G01190"
"AT4G24120",4.07032806833372e-222,7.12166488327589,0.121,0.001,8.82243608811333e-218,"xylem","AT4G24120"
"AT1G31720",1.11263422230669e-218,5.94033001304071,0.182,0.005,2.41163467684976e-214,"xylem","AT1G31720"
"AT4G18050",2.4278772243962e-218,5.93226250733428,0.159,0.004,5.26242388387877e-214,"xylem","AT4G18050"
"AT4G185501",4.72741559641512e-217,5.79015073955933,0.225,0.01,1.02466733052298e-212,"xylem","AT4G18550"
"AT3G10750",3.25657538179192e-216,5.80800440437213,0.135,0.002,7.05862714003399e-212,"xylem","AT3G10750"
"AT4G00210",1.53219607188356e-214,7.46879831805293,0.13,0.002,3.32103498580761e-210,"xylem","AT4G00210"
"AT3G45490",3.40355140414058e-213,6.76394922429419,0.115,0.001,7.3771976684747e-209,"xylem","AT3G45490"
"AT1G13635",5.34915027679729e-213,9.74361381710217,0.098,0,1.15942832249581e-208,"xylem","AT1G13635"
"AT2G27740",2.3457603238547e-211,7.16545918636989,0.352,0.03,5.08443550195506e-207,"xylem","AT2G27740"
"AT5G01930",1.82736414405313e-205,8.6863569567755,0.153,0.004,3.96081178223516e-201,"xylem","AT5G01930"
"AT5G03260",4.31017161425464e-205,9.80346162386668,0.184,0.006,9.34229697389693e-201,"xylem","AT5G03260"
"AT5G40020",7.55904494719837e-205,9.90455209955247,0.167,0.005,1.63842299230525e-200,"xylem","AT5G40020"
"AT1G21810",3.53343064232742e-204,6.39753963488311,0.13,0.002,7.65871091724469e-200,"xylem","AT1G21810"
"AT5G62380",2.33642173110173e-203,8.28605170117677,0.101,0.001,5.06419410216301e-199,"xylem","AT5G62380"
"AT1G02335",4.42308099244165e-203,10.5562611593033,0.153,0.004,9.58702805111727e-199,"xylem","AT1G02335"
"AT5G38610",4.46421232203707e-203,6.79082642022174,0.352,0.032,9.67618020801535e-199,"xylem","AT5G38610"
"AT1G73410",2.19889608786542e-200,8.70108920045562,0.095,0,4.76610727044829e-196,"xylem","AT1G73410"
"AT5G48740",3.63664741390644e-199,8.74481057788494,0.092,0,7.88243326964221e-195,"xylem","AT5G48740"
"AT4G21490",1.43818434163297e-197,9.27366797672094,0.086,0,3.11726456048947e-193,"xylem","AT4G21490"
"AT1G43790",1.177969594109e-194,9.54666475638303,0.159,0.005,2.55324909523127e-190,"xylem","AT1G43790"
"AT3G26125",2.82028118180352e-191,9.55084656487501,0.086,0,6.11295946155913e-187,"xylem","AT3G26125"
"AT1G23350",2.36382744222433e-189,6.70846873082121,0.107,0.001,5.12359598102123e-185,"xylem","AT1G23350"
"AT1G09890",2.19448852207264e-187,8.94679950837027,0.112,0.002,4.75655387159246e-183,"xylem","AT1G09890"
"AT1G75280",1.46124975506916e-186,7.19117407692702,0.441,0.058,3.16725884411241e-182,"xylem","AT1G75280"
"AT3G50220",7.64924414288563e-184,7.83999977409688,0.184,0.008,1.65797366797046e-179,"xylem","AT3G50220"
"AT2G347901",6.818352104148e-182,6.38333820389551,0.213,0.011,1.47787781857408e-177,"xylem","AT2G34790"
"AT5G08480",5.13999595874994e-181,8.07259932419354,0.11,0.002,1.11409412405905e-176,"xylem","AT5G08480"
"AT5G38900",1.50528378530652e-180,5.84928489077894,0.21,0.011,3.26270260465188e-176,"xylem","AT5G38900"
"AT5G07080",2.54896610196147e-180,6.40460348246435,0.285,0.022,5.52488402600148e-176,"xylem","AT5G07080"
"AT1G75717",3.45244056392038e-180,7.2961053658407,0.095,0.001,7.48316492229743e-176,"xylem","AT1G75717"
"AT4G22370",1.8765021672266e-178,8.2333102391048,0.084,0,4.06731844746365e-174,"xylem","AT4G22370"
"AT5G15500",1.9340396003493e-178,7.88817475305611,0.084,0,4.1920308337571e-174,"xylem","AT5G15500"
"AT1G57670",1.94927779244964e-176,10.5856119830357,0.072,0,4.22505961513459e-172,"xylem","AT1G57670"
"AT2G38080",9.65686422740003e-176,9.08380897946173,0.21,0.011,2.09312532128896e-171,"xylem","AT2G38080"
"AT5G14410",6.34356118788401e-174,6.3332248214014,0.11,0.002,1.37496688747386e-169,"xylem","AT5G14410"
"AT4G12370",1.01714051585036e-169,9.40664184199036,0.075,0,2.20465206810566e-165,"xylem","AT4G12370"
"AT1G02640",5.78731915910821e-165,6.54745764267764,0.297,0.027,1.2544014277367e-160,"xylem","AT1G02640"
"AT2G46300",1.14346290505125e-164,6.64450567208925,0.086,0.001,2.47845584669859e-160,"xylem","AT2G46300"
"AT5G51890",1.17421667098813e-162,9.96122484352479,0.225,0.015,2.54511463436678e-158,"xylem","AT5G51890"
"AT5G64530",2.007873587804e-155,6.12776140021786,0.104,0.002,4.35206600156518e-151,"xylem","AT5G64530"
"AT1G28470",6.72272352884248e-153,6.02317249894066,0.19,0.011,1.45715032487661e-148,"xylem","AT1G28470"
"AT1G68600",1.4470151911298e-150,7.10498614212926,0.107,0.002,3.13640542677384e-146,"xylem","AT1G68600"
"AT1G668101",4.77893546876107e-149,6.97007778329597,0.19,0.011,1.03583426285396e-144,"xylem","AT1G66810"
"AT3G52550",7.58859437472139e-149,8.54496999853833,0.066,0,1.64482783072086e-144,"xylem","AT3G52550"
"AT2G27920",2.30847750293155e-147,5.32805270726804,0.187,0.011,5.00362498760414e-143,"xylem","AT2G27920"
"AT5G59360",1.76219522420149e-145,6.50314982284371,0.084,0.001,3.81955814845673e-141,"xylem","AT5G59360"
"AT5G22200",4.12154042447926e-144,7.73761507648073,0.069,0,8.9334388700588e-140,"xylem","AT5G22200"
"AT2G33385",1.96007390230869e-141,9.78200919583919,0.061,0,4.24846018325409e-137,"xylem","AT2G33385"
"AT1G55180",9.43413153726759e-141,8.80062487400653,0.072,0.001,2.04484801070275e-136,"xylem","AT1G55180"
"AT1G14440",9.54362467069553e-141,8.53980829342256,0.072,0.001,2.06858064737326e-136,"xylem","AT1G14440"
"AT3G43190",3.56865672682443e-139,5.50208060539249,0.21,0.015,7.73506345539196e-135,"xylem","AT3G43190"
"AT1G14686",2.86101378571827e-137,7.70108920045562,0.066,0,6.20124738054435e-133,"xylem","AT1G14686"
"AT1G26290",4.93486419636625e-136,7.60399051235053,0.072,0.001,1.06963181456238e-131,"xylem","AT1G26290"
"AT3G24065",5.7821265736087e-136,8.36988329198024,0.063,0,1.25327593482969e-131,"xylem","AT3G24065"
"AT5G54570",2.11408545934797e-135,6.78200919583919,0.081,0.001,4.58228023313673e-131,"xylem","AT5G54570"
"AT2G23760",4.47462972831255e-135,6.35428643692923,0.095,0.002,9.69875993611745e-131,"xylem","AT2G23760"
"AT1G63910",5.33513071397926e-135,9.56543410109805,0.061,0,1.156389582255e-130,"xylem","AT1G63910"
"AT5G383101",6.32152664256723e-134,5.74867026498973,0.127,0.005,1.37019089977645e-129,"xylem","AT5G38310"
"AT5G26330",1.17985692200149e-131,5.70729053962393,0.427,0.073,2.55733987843824e-127,"xylem","AT5G26330"
"AT4G18425",1.62695605500689e-130,6.97907240377607,0.205,0.016,3.52642724922743e-126,"xylem","AT4G18425"
"AT3G51190",4.3870422223618e-129,8.13815300606446,0.061,0,9.50891401696919e-125,"xylem","AT3G51190"
"AT3G48840",1.59504132153452e-127,9.70108920045562,0.052,0,3.45725206442607e-123,"xylem","AT3G48840"
"AT2G34360",1.85474510544796e-127,7.50314982284371,0.055,0,4.02016001605845e-123,"xylem","AT2G34360"
"AT1G08810",4.71233397053718e-124,5.63452158351663,0.092,0.002,1.02139838811393e-119,"xylem","AT1G08810"
"AT2G39710",8.01638258578778e-123,6.3521218528159,0.135,0.006,1.7375509254695e-118,"xylem","AT2G39710"
"AT3G58780",1.18351108736217e-120,7.35820148693261,0.063,0.001,2.56526028185751e-116,"xylem","AT3G58780"
"AT4G28140",1.2973391025877e-120,5.14200533156007,0.199,0.016,2.81198250485884e-116,"xylem","AT4G28140"
"AT1G55910",1.97608510073801e-120,7.06647921857847,0.173,0.012,4.28316445584963e-116,"xylem","AT1G55910"
"AT1G07620",1.65051780692662e-119,6.84864638886948,0.075,0.001,3.57749734651345e-115,"xylem","AT1G07620"
"AT3G05470",2.82628299865481e-119,6.0155998237805,0.101,0.003,6.12596839958429e-115,"xylem","AT3G05470"
"AT4G39320",1.62477458362223e-118,6.61362635920528,0.156,0.009,3.52169891000118e-114,"xylem","AT4G39320"
"AT4G22680",1.59007094499744e-115,7.13391601317799,0.086,0.002,3.44647877328195e-111,"xylem","AT4G22680"
"AT1G72220",2.63043563414141e-115,5.58561198303568,0.107,0.004,5.70146923700151e-111,"xylem","AT1G72220"
"AT1G16410",1.48616416133886e-113,9.24857699575811,0.046,0,3.22126081970197e-109,"xylem","AT1G16410"
"AT5G12235",1.52437698695836e-110,5.12993249925949,0.086,0.002,3.30408711923224e-106,"xylem","AT5G12235"
"AT2G26740",2.13775549065121e-110,5.73183272388673,0.101,0.004,4.6335850259865e-106,"xylem","AT2G26740"
"AT5G64667",1.16160746050377e-109,6.58561198303568,0.061,0.001,2.51778417064192e-105,"xylem","AT5G64667"
"AT1G61270",2.65134709488973e-103,6.96000749781718,0.052,0,5.7467948281735e-99,"xylem","AT1G61270"
"AT3G53350",6.02029476973746e-102,5.86232601251189,0.354,0.066,1.3048988913406e-97,"xylem","AT3G53350"
"AT1G71300",2.10239566360586e-101,7.56543410109805,0.063,0.001,4.55694260086571e-97,"xylem","AT1G71300"
"AT5G37950",2.10881613337293e-100,7.66361449503695,0.046,0,4.57085896908582e-96,"xylem","AT5G37950"
"AT4G27435",8.61243498758277e-97,5.71281168548016,0.32,0.055,1.86674528355856e-92,"xylem","AT4G27435"
"AT1G24480",1.48166176398057e-96,6.63291769781404,0.049,0,3.21150187342788e-92,"xylem","AT1G24480"
"AT3G56660",4.68457293289776e-92,6.20710035978195,0.061,0.001,1.01538118320559e-87,"xylem","AT3G56660"
"AT1G111901",1.65623486737063e-91,5.17795401412243,0.167,0.015,3.58988907502585e-87,"xylem","AT1G11190"
"AT5G59845",1.05570672662551e-90,7.71549226558259,0.084,0.003,2.2882443299608e-86,"xylem","AT5G59845"
"AT3G50390",6.85451263478556e-90,7.65272617889422,0.046,0,1.48571561358977e-85,"xylem","AT3G50390"
"AT1G07120",6.88549504440442e-90,7.07103881020592,0.046,0,1.49243105087466e-85,"xylem","AT1G07120"
"AT2G17710",1.05970218886509e-87,5.60518752137244,0.329,0.065,2.29690449436508e-83,"xylem","AT2G17710"
"AT2G43010",1.27049071509627e-85,5.66944357383915,0.081,0.003,2.75378862497118e-81,"xylem","AT2G43010"
"AT1G56270",1.28040216813003e-85,9.08811232356486,0.035,0,2.77527169942184e-81,"xylem","AT1G56270"
"AT2G28490",3.93702296648022e-83,5.93353528645599,0.052,0.001,8.53349727984587e-79,"xylem","AT2G28490"
"AT5G47635",1.2956458307894e-82,5.62868070492757,0.081,0.003,2.80831233823603e-78,"xylem","AT5G47635"
"AT3G27200",5.8668659538815e-79,7.62380704719547,0.36,0.087,1.27164319550381e-74,"xylem","AT3G27200"
"AT1G54475",1.23414465639632e-78,8.90754007792304,0.032,0,2.67500854273902e-74,"xylem","AT1G54475"
"AT4G02320",1.23417006273292e-78,8.58561198303568,0.032,0,2.67506361097361e-74,"xylem","AT4G02320"
"AT1G17960",3.11737699087353e-74,5.75737833130216,0.063,0.002,6.75691462771838e-70,"xylem","AT1G17960"
"AT5G09490",6.25218739347727e-73,7.41568698159337,0.035,0,1.3551616175362e-68,"xylem","AT5G09490"
"AT5G50830",7.46615122008151e-72,8.58561198303568,0.032,0,1.61828827695267e-67,"xylem","AT5G50830"
"AT3G14360",3.0507747640612e-71,5.08811232356486,0.182,0.023,6.61255430110264e-67,"xylem","AT3G14360"
"AT4G36230",2.65802987145996e-70,6.30997754042225,0.055,0.001,5.76127974638945e-66,"xylem","AT4G36230"
"AT5G52655",1.71388266244873e-68,6.08811232356486,0.04,0.001,3.71484067085762e-64,"xylem","AT5G52655"
"AT5G67210",1.76096219393143e-68,5.17090632850606,0.205,0.031,3.81688555534638e-64,"xylem","AT5G67210"
"AT5G45320",1.28127202712627e-67,6.1662355480325,0.058,0.002,2.77715711879619e-63,"xylem","AT5G45320"
"AT4G24430",6.40811184521021e-66,8.3430416797616,0.037,0,1.38895824244931e-61,"xylem","AT4G24430"
"AT3G16540",6.4122752255172e-65,8.00064948231453,0.029,0,1.38986065513085e-60,"xylem","AT3G16540"
"AT1G06170",1.0721217514177e-63,5.00064948231453,0.049,0.001,2.32382389619786e-59,"xylem","AT1G06170"
"AT2G44260",1.94795765371817e-63,9.73761507648073,0.035,0,4.22219821443412e-59,"xylem","AT2G44260"
"AT5G06610",6.87353784188468e-63,5.66848616523271,0.182,0.027,1.4898393272285e-58,"xylem","AT5G06610"
"AT5G43000",5.36885997934817e-58,7.90754007792304,0.026,0,1.16370040052372e-53,"xylem","AT5G43000"
"AT5G53820",6.6543990698989e-57,6.50314982284371,0.032,0,1.44234099840059e-52,"xylem","AT5G53820"
"AT5G49780",1.48023736024617e-54,6.70108920045562,0.029,0,3.20841447833356e-50,"xylem","AT5G49780"
"AT2G36710",4.29616377771751e-51,9.17057448375684,0.023,0,9.31193498820271e-47,"xylem","AT2G36710"
"AT4G20050",1.74378544946151e-50,7.11612669973446,0.029,0,3.77965496170781e-46,"xylem","AT4G20050"
"AT4G00230",4.79813650745911e-49,5.28557649399716,0.205,0.042,1.03999608799176e-44,"xylem","AT4G00230"
"AT1G55775",1.53143732399513e-48,6.32257757720189,0.037,0.001,3.31939039975945e-44,"xylem","AT1G55775"
"AT1G54470",8.93770903801379e-48,5.17057448375684,0.04,0.001,1.93724843398949e-43,"xylem","AT1G54470"
"AT1G67520",1.65023458255976e-47,5.00064948231453,0.035,0.001,3.57688345769827e-43,"xylem","AT1G67520"
"AT1G63120",1.66720326922416e-46,7.05699592720005,0.34,0.113,3.61366308604336e-42,"xylem","AT1G63120"
"AT1G63295",7.98442948771692e-46,10.5137190645539,0.023,0,1.73062509146264e-41,"xylem","AT1G63295"
"AT3G25577",8.09535642296289e-46,7.87511860023067,0.023,0,1.75466850467721e-41,"xylem","AT3G25577"
"AT1G68585",1.33621806461824e-44,5.88432536434729,0.072,0.006,2.89625265506004e-40,"xylem","AT1G68585"
"AT3G61090",7.36751463204086e-44,5.65272617889422,0.029,0.001,1.59690879649486e-39,"xylem","AT3G61090"
"AT3G56700",1.07119253973568e-43,8.00064948231453,0.017,0,2.32180982987709e-39,"xylem","AT3G56700"
"AT4G12380",1.07119779764946e-43,7.80800440437213,0.017,0,2.32182122640521e-39,"xylem","AT4G12380"
"AT3G49070",7.12234956861579e-43,6.32897534840004,0.061,0.004,1.54376926899747e-38,"xylem","AT3G49070"
"AT4G003301",1.06023346489289e-42,5.3665027203208,0.173,0.034,2.29805603515534e-38,"xylem","AT4G00330"
"AT1G04540",3.28036605880744e-41,5.71685651631393,0.035,0.001,7.11019343246513e-37,"xylem","AT1G04540"
"AT2G41445",3.29417278594846e-41,5.69252718695219,0.035,0.001,7.14011951354329e-37,"xylem","AT2G41445"
"AT5G25840",7.22533927282141e-40,7.06293376056887,0.032,0.001,1.56609228738404e-35,"xylem","AT5G25840"
"AT1G18760",3.87227300817519e-39,6.00064948231453,0.02,0,8.39315174521972e-35,"xylem","AT1G18760"
"AT4G34320",6.53370046100032e-38,6.02171109784235,0.032,0.001,1.41617957492182e-33,"xylem","AT4G34320"
"AT3G56730",1.04729930126269e-36,5.43483203086007,0.081,0.009,2.27002123548687e-32,"xylem","AT3G56730"
"AT5G05650",1.06402587852671e-36,7.58561198303568,0.014,0,2.30627609170664e-32,"xylem","AT5G05650"
"AT1G43640",1.5570420545945e-36,5.00064948231453,0.029,0.001,3.37488865333359e-32,"xylem","AT1G43640"
"AT1G05330",1.5536085487982e-35,5.07103881020592,0.046,0.003,3.3674465295201e-31,"xylem","AT1G05330"
"AT1G20180",1.81320716114571e-35,5.24857699575811,0.026,0.001,3.93012652178333e-31,"xylem","AT1G20180"
"AT4G31900",7.60056491856087e-33,5.20710035978195,0.029,0.001,1.64742244609807e-28,"xylem","AT4G31900"
"AT5G28237",3.05945372766799e-32,5.32257757720189,0.023,0.001,6.63136595472037e-28,"xylem","AT5G28237"
"AT1G10875",8.62123626534594e-32,5.12618036439838,0.02,0,1.86865296051373e-27,"xylem","AT1G10875"
"AT1G55720",1.66361713906266e-30,6.80800440437213,0.014,0,3.60589014891832e-26,"xylem","AT1G55720"
"AT3G46850",1.66361713906266e-30,6.80800440437213,0.014,0,3.60589014891832e-26,"xylem","AT3G46850"
"AT1G24010",1.66762925736816e-30,6.58561198303568,0.014,0,3.61458641534549e-26,"xylem","AT1G24010"
"AT5G16500",1.66762925736816e-30,6.58561198303568,0.014,0,3.61458641534549e-26,"xylem","AT5G16500"
"AT5G44400",1.07515017249431e-29,8.00064948231453,0.012,0,2.33038799888143e-25,"xylem","AT5G44400"
"AT3G48010",4.82242706304398e-29,5.73761507648073,0.02,0,1.04526106591478e-24,"xylem","AT3G48010"
"AT2G15327",7.72570905385274e-29,5.80800440437213,0.017,0,1.67454743742258e-24,"xylem","AT2G15327"
"AT5G27130",4.44187611345663e-26,6.41568698159337,0.014,0,9.62776647591724e-22,"xylem","AT5G27130"
"AT3G10560",4.44187611345663e-26,6.58561198303568,0.014,0,9.62776647591724e-22,"xylem","AT3G10560"
"AT1G27440",3.4293008458709e-21,6.03479073789443,0.213,0.083,7.43300958342518e-17,"xylem","AT1G27440"
"AT1G68200",3.31085662324317e-20,5.32257757720189,0.026,0.002,7.17628173087957e-16,"xylem","AT1G68200"
"AT3G15050",9.20205762174102e-20,7.93924893765038,0.012,0,1.99454598951237e-15,"xylem","AT3G15050"
"AT1G43800",4.26938447899443e-18,5.32257757720189,0.014,0,9.25389085822043e-14,"xylem","AT1G43800"
"AT1G63710",6.21905468735763e-17,5.26368388814832,0.017,0.001,1.34798010348477e-12,"xylem","AT1G63710"
"AT1G51030",2.07272336633473e-16,7.5311641990133,0.014,0.001,4.49262789653053e-12,"xylem","AT1G51030"
"AT3G22600",0,8.53809721153549,0.969,0.083,0,"endodermis","AT3G22600"
"AT3G32980",0,6.46743588333561,0.963,0.081,0,"endodermis","AT3G32980"
"AT2G32300",0,8.78585030874911,0.915,0.033,0,"endodermis","AT2G32300"
"AT3G22620",0,8.62993712470473,0.919,0.06,0,"endodermis","AT3G22620"
"AT1G05260",0,7.49292593092477,0.972,0.139,0,"endodermis","AT1G05260"
