"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT1G29395",1.31324063547789e-50,5.48507680872716,0.039,0.001,2.84644907739833e-46,"trichoblast","AT1G29395"
"AT4G15417",1.45640541969252e-50,5.01114562039475,0.039,0.001,3.15675874718354e-46,"trichoblast","AT4G15417"
"AT1G598501",2.76652699753507e-49,5.05067398458139,0.046,0.002,5.99644726715726e-45,"trichoblast","AT1G59850"
"AT4G14860",2.8271306349427e-49,5.01114562039475,0.046,0.002,6.12780565123831e-45,"trichoblast","AT4G14860"
"AT5G39480",1.05223259398357e-48,8.44855093270205,0.019,0,2.28071414745939e-44,"trichoblast","AT5G39480"
"AT1G11920",1.05223541151293e-48,8.83557405581129,0.019,0,2.28072025445428e-44,"trichoblast","AT1G11920"
"AT4G11390",1.08691243189199e-44,6.07003930944832,0.027,0,2.3558826961259e-40,"trichoblast","AT4G11390"
"AT1G33100",2.29141263552795e-44,5.42618311967359,0.029,0.001,4.96663688750683e-40,"trichoblast","AT1G33100"
"AT1G61080",4.17282046095281e-43,7.07003930944832,0.019,0,9.04458834911521e-39,"trichoblast","AT1G61080"
"AT3G46340",7.82495722645255e-43,7.91803621600327,0.017,0,1.69605947883359e-38,"trichoblast","AT3G46340"
"AT3G46710",1.81794332375983e-42,6.2335380417312,0.024,0,3.94039215424943e-38,"trichoblast","AT3G46710"
"AT5G21120",5.53352601857307e-42,5.29559900986345,0.029,0.001,1.19939176452571e-37,"trichoblast","AT5G21120"
"AT5G11180",5.86436370456603e-37,8.20754283319825,0.015,0,1.27110083296469e-32,"trichoblast","AT5G11180"
"AT4G09130",5.86436370456603e-37,8.07003930944832,0.015,0,1.27110083296469e-32,"trichoblast","AT4G09130"
"AT2G04080",5.86437579759343e-37,7.55546613661856,0.015,0,1.27110345412838e-32,"trichoblast","AT2G04080"
"AT2G43220",5.84185682336939e-35,6.07003930944832,0.019,0,1.26622246646532e-30,"trichoblast","AT2G43220"
"AT1G13610",2.35327367868137e-33,5.04767149641986,0.027,0.001,5.10072069854188e-29,"trichoblast","AT1G13610"
"AT4G09690",6.71156215726326e-32,5.20754283319825,0.022,0.001,1.45473109758681e-27,"trichoblast","AT4G09690"
"AT4G28850",9.61113075161249e-32,6.9303145457817,0.027,0.001,2.08321259041201e-27,"trichoblast","AT4G28850"
"AT2G14760",1.49190503159261e-31,7.33307371528211,0.015,0,3.23370415597698e-27,"trichoblast","AT2G14760"
"AT3G61940",4.44537467076988e-31,7.55546613661856,0.012,0,9.63534959889371e-27,"trichoblast","AT3G61940"
"AT1G440201",1.39721822442115e-27,5.2335380417312,0.027,0.001,3.02847050143285e-23,"trichoblast","AT1G44020"
"AT5G24190",8.16954955290428e-26,6.55546613661856,0.012,0,1.770749865592e-21,"trichoblast","AT5G24190"
"AT3G18470",3.42915556992236e-25,7.07003930944832,0.01,0,7.43269469780673e-21,"trichoblast","AT3G18470"
"AT1G10385",2.04296828772903e-23,5.26268438739071,0.022,0.001,4.42813376365267e-19,"trichoblast","AT1G10385"
"AT5G16920",1.8600440173091e-22,5.20754283319825,0.017,0.001,4.03164540751747e-18,"trichoblast","AT5G16920"
"AT5G65980",5.01150174408798e-22,5.12662283781468,0.019,0.001,1.08624300303107e-17,"trichoblast","AT5G65980"
"AT1G16230",5.06182305579218e-22,5.01114562039475,0.019,0.001,1.09715014734295e-17,"trichoblast","AT1G16230"
"AT2G25410",3.97647829130122e-20,6.55546613661856,0.01,0,8.6190166963954e-16,"trichoblast","AT2G25410"
"AT2G25820",3.98425056201922e-20,6.07003930944832,0.01,0,8.63586309317666e-16,"trichoblast","AT2G25820"
"AT4G26330",9.6721384600489e-20,5.33307371528211,0.015,0,2.0964360112156e-15,"trichoblast","AT4G26330"
"AT1G44030",9.7353062286828e-20,5.1631487138398,0.015,0,2.110127625067e-15,"trichoblast","AT1G44030"
"AT4G11393",9.54915154976616e-17,6.1631487138398,0.01,0,2.06977859841182e-12,"trichoblast","AT4G11393"
"AT2G33880",5.75151091808146e-10,5.26268438739071,0.01,0.001,1.24663999149416e-05,"trichoblast","AT2G33880"
"AT4G004801",0,5.46116498034688,0.453,0.014,0,"epidermis","AT4G00480"
"AT1G636501",0,5.77516384204588,0.357,0.006,0,"epidermis","AT1G63650"
"AT3G43660",2.56614878870537e-83,6.84341742559329,0.038,0,5.56212749951889e-79,"epidermis","AT3G43660"
"AT5G17700",1.54231825165075e-61,5.15266026084954,0.035,0.001,3.342974810453e-57,"epidermis","AT5G17700"
"AT3G44405",9.52875887369351e-40,5.08852992342982,0.024,0.001,2.06535848587307e-35,"epidermis","AT3G44405"
"AT3G61340",3.78662613138648e-39,5.15891925132122,0.025,0.001,8.2075121397802e-35,"epidermis","AT3G61340"
